Program,Solarize CT, Date of Application,Completed,Electric Utility,County,Municipality, Zip Code,Contractor,System Owner,System Financing,System Size (kW STC),Total System Costs,Total Incentive  Approved, Estimated Annual Production  (kWh) 
PBI,No,8/18/2015,10/2/2015,Eversource Energy,Middlesex,East Hampton,06424,SolarCity,SolarCity,PPA,8.84,"$45,045.00","$2,744.90"," 10,067 "
PBI,No,8/18/2015,1/4/2016,Eversource Energy,Hartford,East Hartford,06118,SolarCity,SolarCity,PPA,5.98,"$31,395.00","$2,254.31"," 6,810 "
PBI,No,8/18/2015,11/2/2015,Eversource Energy,New Haven,Waterbury,06704,SolarCity,SolarCity,PPA,11.96,"$62,790.00","$4,052.79"," 13,620 "
PBI,No,8/18/2015,5/5/2016,United Illuminating,New Haven,New Haven,06513,SolarCity,SolarCity,PPA,7.80,"$40,950.00","$2,984.96"," 8,883 "
PBI,No,8/18/2015,6/2/2016,Eversource Energy,New Haven,Southbury,06488,SolarCity,SolarCity,PPA,5.20,"$27,300.00","$2,090.75"," 5,922 "
PBI,No,8/18/2015,10/29/2015,Eversource Energy,New Haven,Naugatuck,06770,SolarCity,SolarCity,PPA,7.80,"$40,950.00","$2,810.18"," 8,883 "
PBI,No,8/18/2015,12/23/2015,Eversource Energy,New Haven,Southbury,06488,SolarCity,SolarCity,PPA,4.94,"$25,935.00","$1,939.07"," 5,626 "
PBI,No,8/18/2015,11/9/2015,Eversource Energy,Hartford,Windsor,06095,SolarCity,SolarCity,PPA,3.38,"$17,745.00","$1,699.39"," 3,849 "
PBI,No,8/18/2015,10/28/2015,United Illuminating,New Haven,West Haven,06516,SolarCity,SolarCity,PPA,5.98,"$31,395.00","$2,405.89"," 6,810 "
PBI,No,8/18/2015,10/1/2015,Eversource Energy,Litchfield,Winchester,06098,SolarCity,SolarCity,PPA,5.46,"$28,665.00","$1,720.58"," 6,218 "
PBI,No,8/19/2015,10/15/2015,United Illuminating,New Haven,West Haven,06516,Trinity Solar,Sunnova,PPA,5.20,"$19,141.08","$2,440.77"," 5,922 "
PBI,No,8/19/2015,1/6/2016,United Illuminating,Fairfield,Stratford,06615,Trinity Solar,CT Solar Lease II,CT Solar Lease,4.68,"$17,800.00","$2,235.42"," 5,330 "
PBI,No,8/19/2015,1/4/2016,Eversource Energy,Hartford,Windsor,06095,Trinity Solar,CT Solar Lease II,CT Solar Lease,9.62,"$36,685.00","$4,085.18"," 10,955 "
PBI,No,8/19/2015,11/10/2015,Eversource Energy,New Haven,Meriden,06450,Trinity Solar,CT Solar Lease II,CT Solar Lease,2.86,"$12,870.00","$1,301.65"," 3,257 "
PBI,No,8/19/2015,12/17/2015,Eversource Energy,Hartford,Windsor Locks,06096,Trinity Solar,CT Solar Lease II,CT Solar Lease,7.54,"$27,144.00","$2,668.35"," 8,587 "
PBI,Yes,8/19/2015,2/18/2016,Eversource Energy,Litchfield,Plymouth,06786,Trinity Solar,CT Solar Lease II,CT Solar Lease,4.68,"$20,124.00","$2,039.55"," 5,330 "
PBI,No,8/19/2015,5/5/2016,United Illuminating,New Haven,Woodbridge,06525,Aegis Electrical Systems,CT Solar Lease II,CT Solar Lease,7.28,"$30,139.20","$3,195.46"," 8,290 "
PBI,No,8/19/2015,12/18/2015,Eversource Energy,Litchfield,Bridgewater,06752,Trinity Solar,CT Solar Lease II,CT Solar Lease,10.92,"$42,239.00","$5,299.07"," 12,436 "
PBI,No,8/19/2015,12/14/2015,Eversource Energy,New London,Voluntown,06384,Trinity Solar,CT Solar Lease II,CT Solar Lease,7.02,"$28,831.00","$3,276.61"," 7,994 "
PBI,No,8/19/2015,1/5/2016,Eversource Energy,Fairfield,Brookfield,06804,Trinity Solar,CT Solar Lease II,CT Solar Lease,10.92,"$42,945.00","$3,974.78"," 12,436 "
PBI,No,8/19/2015,1/26/2016,United Illuminating,New Haven,Orange,06477,Trinity Solar,CT Solar Lease II,CT Solar Lease,10.92,"$44,520.00","$4,130.56"," 12,436 "
PBI,No,8/19/2015,11/30/2015,Eversource Energy,Hartford,Marlborough,06447,Trinity Solar,CT Solar Lease II,CT Solar Lease,10.92,"$35,490.00","$4,302.08"," 12,436 "
PBI,No,8/19/2015,12/16/2015,Eversource Energy,Hartford,Manchester,06040,SolarCity,SolarCity,PPA,4.94,"$25,935.00","$2,026.24"," 5,626 "
PBI,No,8/19/2015,11/10/2015,Eversource Energy,New Haven,Seymour,06483,SolarCity,SolarCity,PPA,3.12,"$16,380.75","$1,031.29"," 3,553 "
PBI,No,8/20/2015,12/8/2015,Eversource Energy,Middlesex,Old Saybrook,06475,Direct Energy Solar,CT Solar Lease II,CT Solar Lease,6.10,"$23,989.50","$2,491.97"," 6,941 "
PBI,No,8/20/2015,5/24/2016,United Illuminating,New Haven,West Haven,06516,Trinity Solar,Sunnova,PPA,5.98,"$17,996.90","$2,526.46"," 6,810 "
PBI,No,8/20/2015,10/1/2015,Eversource Energy,New London,Lebanon,06249,Trinity Solar,Sunnova,PPA,6.24,"$20,642.92","$3,149.55"," 7,106 "
PBI,No,8/20/2015,1/26/2016,Eversource Energy,Hartford,Southington,06489,Trinity Solar,Sunnova,PPA,6.50,"$17,837.19","$2,997.89"," 7,402 "
PBI,No,8/20/2015,11/10/2015,United Illuminating,New Haven,West Haven,06516,Trinity Solar,Sunnova,PPA,9.62,"$25,639.91","$3,252.74"," 10,955 "
PBI,No,8/20/2015,10/22/2015,Eversource Energy,Hartford,South Windsor,06074,Trinity Solar,Sunnova,PPA,10.92,"$32,551.51","$4,853.89"," 12,436 "
PBI,No,8/20/2015,9/24/2015,Eversource Energy,Tolland,Tolland,06084,Trinity Solar,Sunnova,PPA,7.28,"$20,020.00","$2,961.09"," 8,290 "
PBI,No,8/20/2015,12/14/2015,Eversource Energy,Hartford,Manchester,06042,SolarCity,SolarCity,PPA,8.32,"$43,680.00","$2,641.14"," 9,475 "
PBI,No,8/20/2015,10/28/2015,Eversource Energy,Middlesex,Chester,06412,SolarCity,Does Not Apply,PPA,7.02,"$36,855.00","$2,830.57"," 7,994 "
PBI,No,8/20/2015,2/1/2016,Eversource Energy,Litchfield,New Milford,06776,SolarCity,SolarCity,PPA,11.70,"$61,425.00","$3,235.68"," 13,324 "
PBI,No,8/20/2015,10/23/2015,Eversource Energy,Litchfield,New Milford,06776,SolarCity,SolarCity,PPA,16.12,"$84,630.00","$4,834.30"," 18,357 "
PBI,No,8/20/2015,12/9/2015,Eversource Energy,Tolland,Vernon,06066,SolarCity,SolarCity,PPA,8.84,"$43,680.00","$3,051.05"," 10,067 "
PBI,No,8/20/2015,10/8/2015,Eversource Energy,Hartford,Berlin,06037,SolarCity,SolarCity,PPA,6.50,"$34,125.50","$2,486.92"," 7,402 "
PBI,No,8/20/2015,10/28/2015,Eversource Energy,Windham,Plainfield,06374,SolarCity,SolarCity,PPA,10.66,"$55,965.50","$3,724.92"," 12,140 "
PBI,No,8/20/2015,1/5/2016,Eversource Energy,Litchfield,Canaan,06018,Ross Solar,CT Solar Lease II,CT Solar Lease,9.00,"$34,456.00","$4,254.27"," 10,249 "
PBI,No,8/20/2015,10/30/2015,Eversource Energy,New London,Groton,06340,SolarCity,SolarCity,PPA,4.16,"$21,840.00","$1,372.09"," 4,737 "
PBI,No,8/20/2015,12/3/2015,Eversource Energy,New Haven,Meriden,06450,SolarCity,SolarCity,PPA,4.16,"$21,840.00","$1,445.36"," 4,737 "
PBI,No,8/20/2015,10/27/2015,Eversource Energy,New London,Ledyard,06339,SolarCity,SolarCity,PPA,2.60,"$13,650.00",$594.22," 2,961 "
PBI,No,8/20/2015,12/4/2015,Eversource Energy,New London,Sprague,06330,SolarCity,SolarCity,PPA,10.14,"$53,235.00","$3,298.37"," 11,547 "
PBI,No,8/20/2015,10/21/2015,Eversource Energy,Hartford,Bristol,06010,SolarCity,SolarCity,PPA,8.32,"$43,680.00","$3,377.75"," 9,475 "
PBI,No,8/20/2015,2/8/2016,Eversource Energy,Hartford,Windsor,06095,SolarCity,SolarCity,PPA,2.60,"$13,650.00",$669.38," 2,961 "
PBI,No,8/20/2015,10/26/2015,Eversource Energy,New London,Waterford,06385,SolarCity,SolarCity,PPA,5.20,"$27,300.00","$1,890.76"," 5,922 "
PBI,No,8/20/2015,2/24/2016,Eversource Energy,New Haven,Guilford,06437,Aegis Electrical Systems,CT Solar Lease II,CT Solar Lease,7.84,"$32,928.00","$2,693.63"," 8,928 "
PBI,No,8/20/2015,12/10/2015,Eversource Energy,New Haven,Madison,06443,SolarCity,SolarCity,PPA,10.66,"$55,965.00","$2,790.56"," 12,140 "
PBI,No,8/20/2015,2/18/2016,Eversource Energy,New Haven,Madison,06443,Aegis Electrical Systems,CT Solar Lease II,CT Solar Lease,10.92,"$45,208.80","$3,505.41"," 12,436 "
PBI,No,8/20/2015,3/30/2016,Eversource Energy,Litchfield,Washington,06793,Direct Energy Solar,CT Solar Lease II,CT Solar Lease,6.89,"$28,249.00","$2,262.28"," 7,846 "
EPBB,No,8/21/2015,4/26/2016,United Illuminating,New Haven,Woodbridge,06525,Aegis Electrical Systems,Does Not Apply,Other Homeowner Purchase,10.36,"$41,336.40","$5,097.00"," 11,798 "
EPBB,No,8/21/2015,10/28/2015,Eversource Energy,Middlesex,Old Saybrook,06475,Waldo Renewable Electric,Does Not Apply,Other Homeowner Purchase,6.00,"$22,275.53","$2,963.00"," 6,833 "
EPBB,No,8/21/2015,2/1/2016,Eversource Energy,Fairfield,New Canaan,06840,PurePoint Energy,Does Not Apply,Other Homeowner Purchase,8.63,"$46,661.00","$4,363.00"," 9,822 "
EPBB,No,8/21/2015,1/8/2016,United Illuminating,Fairfield,Trumbull,06611,PurePoint Energy,Does Not Apply,Other Homeowner Purchase,7.85,"$38,976.00","$3,904.00"," 8,937 "
PBI,No,8/21/2015,11/19/2015,Eversource Energy,Hartford,West Hartford,06119,C-TEC Solar,CT Solar Lease II,CT Solar Lease,4.18,"$16,252.85","$2,002.55"," 4,754 "
PBI,No,8/21/2015,11/17/2015,Eversource Energy,Hartford,East Hartford,06118,SunEdison,SunEdison,PPA,6.75,"$20,790.00","$3,233.28"," 7,687 "
PBI,No,8/21/2015,10/26/2015,Eversource Energy,Hartford,East Hartford,06118,SunEdison,SunEdison,PPA,7.29,"$21,724.20","$3,577.52"," 8,302 "
PBI,No,8/21/2015,8/18/2015,Eversource Energy,Hartford,East Hartford,06118,SunEdison,SunEdison,PPA,5.40,"$16,416.00","$2,472.64"," 6,150 "
PBI,No,8/21/2015,9/4/2015,Eversource Energy,Fairfield,Bethel,06801,SunEdison,SunEdison,PPA,7.56,"$19,429.20","$3,250.05"," 8,609 "
PBI,No,8/21/2015,10/2/2015,Eversource Energy,Hartford,East Hartford,06118,SunEdison,SunEdison,PPA,7.83,"$18,948.60","$2,924.67"," 8,917 "
PBI,No,8/21/2015,11/9/2015,Eversource Energy,Hartford,West Hartford,06110,SunEdison,SunEdison,PPA,4.86,"$11,664.00","$2,161.66"," 5,535 "
EPBB,No,8/21/2015,11/10/2015,Eversource Energy,Litchfield,Watertown,06779,SolarCity,Does Not Apply,Other Homeowner Purchase,8.32,"$43,680.00","$4,092.00"," 9,475 "
PBI,No,8/21/2015,8/24/2015,Eversource Energy,Hartford,East Hartford,06118,SunEdison,SunEdison,PPA,4.32,"$10,584.00","$1,924.61"," 4,920 "
PBI,No,8/21/2015,10/5/2015,Eversource Energy,Hartford,East Hartford,06118,SunEdison,SunEdison,PPA,4.05,"$10,206.00","$1,634.11"," 4,612 "
PBI,No,8/21/2015,9/16/2015,Eversource Energy,Hartford,New Britain,06053,SunEdison,SunEdison,PPA,12.96,"$32,140.80","$4,868.11"," 14,759 "
EPBB,No,8/21/2015,12/31/2015,Eversource Energy,Middlesex,East Hampton,06424,Aegis Electrical Systems,Does Not Apply,Other Homeowner Purchase,8.40,"$33,885.22","$4,126.00"," 9,566 "
EPBB,No,8/21/2015,12/30/2015,Eversource Energy,New Haven,Branford,06405,Aegis Electrical Systems,Does Not Apply,Other Homeowner Purchase,10.71,"$36,414.00","$5,274.00"," 12,197 "
EPBB,No,8/24/2015,9/29/2015,Eversource Energy,New London,Griswold,06351,SolarCity,Does Not Apply,Other Homeowner Purchase,5.87,"$30,187.50","$2,883.00"," 6,679 "
EPBB,No,8/24/2015,9/24/2015,Eversource Energy,Tolland,Willington,06279,Earthlight Technologies,Does Not Apply,Other Homeowner Purchase,10.80,"$25,000.00","$5,093.00"," 12,299 "
EPBB,No,8/24/2015,9/8/2015,Eversource Energy,Windham,Windham,06266,Earthlight Technologies,Does Not Apply,Other Homeowner Purchase,12.00,"$48,600.00","$5,790.00"," 13,666 "
EPBB,No,8/24/2015,9/21/2015,Eversource Energy,New London,Lebanon,06249,SolarCity,Does Not Apply,Other Homeowner Purchase,9.62,"$50,505.00","$3,495.00"," 10,955 "
EPBB,No,8/24/2015,9/14/2015,Eversource Energy,Hartford,West Hartford,06117,SolarCity,Does Not Apply,Other Homeowner Purchase,4.59,"$24,097.50","$2,256.00"," 5,227 "
EPBB,No,8/24/2015,9/21/2015,Eversource Energy,Middlesex,East Haddam,06423,SolarCity,Does Not Apply,Other Homeowner Purchase,5.98,"$31,395.00","$2,941.00"," 6,810 "
EPBB,No,8/24/2015,11/9/2015,Eversource Energy,Fairfield,Bethel,06801,PurePoint Energy,Does Not Apply,Other Homeowner Purchase,9.48,"$40,691.00","$4,718.00"," 10,799 "
PBI,No,8/24/2015,11/17/2015,Eversource Energy,Hartford,Newington,06111,SunEdison,SunEdison,PPA,4.86,"$12,441.60","$2,190.85"," 5,535 "
PBI,No,8/24/2015,10/2/2015,Eversource Energy,Hartford,East Hartford,06118,SunEdison,SunEdison,PPA,3.24,"$7,970.40","$1,458.91"," 3,690 "
PBI,No,8/24/2015,10/28/2015,Eversource Energy,Tolland,Columbia,06237,C-TEC Solar,CT Solar Lease II,CT Solar Lease,10.64,"$43,292.80","$3,542.51"," 12,117 "
EPBB,No,8/24/2015,9/30/2015,Eversource Energy,Tolland,Ellington,06029,Earthlight Technologies,Does Not Apply,Other Homeowner Purchase,13.08,"$57,552.00","$6,327.00"," 14,896 "
PBI,Yes,8/24/2015,1/26/2016,United Illuminating,New Haven,Hamden,06511,Sunlight Solar Energy,CT Solar Lease II,CT Solar Lease,3.66,"$15,555.00","$1,566.66"," 4,168 "
EPBB,No,8/24/2015,10/23/2015,Eversource Energy,Tolland,Tolland,06084,Earthlight Technologies,Does Not Apply,Other Homeowner Purchase,5.18,"$20,700.00","$1,881.00"," 5,893 "
PBI,No,8/24/2015,3/24/2016,Eversource Energy,Middlesex,Westbrook,06498,Aegis Electrical Systems,CT Solar Lease II,CT Solar Lease,5.88,"$24,931.20","$2,377.86"," 6,696 "
PBI,No,8/24/2015,11/17/2015,Eversource Energy,Hartford,East Hartford,06118,SunEdison,SunEdison,PPA,4.86,"$14,871.60","$2,380.10"," 5,535 "
PBI,No,8/24/2015,11/17/2015,Eversource Energy,Hartford,East Hartford,06118,SunEdison,SunEdison,PPA,4.05,"$10,125.00","$1,673.99"," 4,612 "
EPBB,No,8/24/2015,7/25/2016,Eversource Energy,Fairfield,Stamford,06903,Ross Solar,Does Not Apply,Other Homeowner Purchase,10.92,"$40,735.00","$5,420.00"," 12,430 "
EPBB,No,8/24/2015,11/9/2015,Eversource Energy,New London,Ledyard,06339,Earthlight Technologies,Does Not Apply,Other Homeowner Purchase,6.90,"$32,775.00","$2,323.00"," 7,858 "
EPBB,No,8/24/2015,10/28/2015,Eversource Energy,Tolland,Bolton,06043,Earthlight Technologies,Does Not Apply,Other Homeowner Purchase,4.58,"$21,287.70","$2,261.00"," 5,213 "
PBI,No,8/24/2015,3/11/2016,Eversource Energy,Fairfield,Weston,06883,Ross Solar,CT Solar Lease II,CT Solar Lease,9.44,"$37,855.00","$4,046.46"," 10,750 "
EPBB,No,8/24/2015,1/26/2016,Eversource Energy,Fairfield,Danbury,06810,Ross Solar,Does Not Apply,Other Homeowner Purchase,10.64,"$37,453.00","$5,189.00"," 12,117 "
EPBB,No,8/24/2015,12/16/2015,Eversource Energy,New Haven,Branford,06405,Ross Solar,Does Not Apply,Other Homeowner Purchase,15.64,"$52,221.00","$7,160.00"," 17,805 "
EPBB,No,8/24/2015,2/23/2016,Eversource Energy,Fairfield,New Fairfield,06812,Ross Solar,Does Not Apply,Other Homeowner Purchase,8.68,"$32,984.00","$2,995.00"," 9,885 "
EPBB,No,8/24/2015,10/7/2015,Eversource Energy,Hartford,Wethersfield,06109,Earthlight Technologies,Does Not Apply,Other Homeowner Purchase,5.04,"$20,664.00","$2,479.00"," 5,740 "
EPBB,No,8/24/2015,5/3/2016,Eversource Energy,Hartford,Farmington,06085,Ross Solar,Does Not Apply,Other Homeowner Purchase,10.92,"$41,933.00","$5,337.00"," 12,436 "
PBI,No,8/24/2015,11/25/2015,Eversource Energy,Tolland,Somers,06071,Trinity Solar,CT Solar Lease II,CT Solar Lease,10.40,"$33,988.00","$4,136.08"," 11,844 "
PBI,No,8/24/2015,12/1/2015,Eversource Energy,Windham,Thompson,06277,Direct Energy Solar,CT Solar Lease II,CT Solar Lease,5.46,"$23,205.00","$2,114.10"," 6,218 "
PBI,No,8/24/2015,11/6/2015,Eversource Energy,Tolland,Stafford,06076,Earthlight Technologies,CT Solar Lease II,CT Solar Lease,5.89,"$26,487.00","$1,926.61"," 6,703 "
EPBB,No,8/24/2015,9/8/2015,Eversource Energy,Fairfield,Brookfield,06804,Ross Solar,Does Not Apply,Other Homeowner Purchase,4.48,"$20,652.80","$5,154.00"," 5,102 "
PBI,No,8/24/2015,9/24/2015,Eversource Energy,Hartford,Southington,06489,Sunrun,Sunrun,Lease,4.40,"$11,423.00","$1,828.39"," 5,011 "
EPBB,No,8/24/2015,11/2/2015,Eversource Energy,Hartford,Windsor Locks,06096,C-TEC Solar,Does Not Apply,Other Homeowner Purchase,4.14,"$19,662.20","$2,094.00"," 4,715 "
EPBB,No,8/24/2015,12/22/2015,Eversource Energy,Litchfield,Washington,06793,PurePoint Energy,Does Not Apply,Other Homeowner Purchase,6.87,"$31,224.00","$3,416.00"," 7,820 "
EPBB,Yes,8/25/2015,1/21/2016,Eversource Energy,Fairfield,New Canaan,06840,Northeast Energy Design Solutions,Does Not Apply,Other Homeowner Purchase,8.10,"$35,416.40","$3,969.00"," 9,224 "
EPBB,No,8/25/2015,8/7/2015,Eversource Energy,New Haven,Waterbury,06701,Skyline Solar,Does Not Apply,Other Homeowner Purchase,5.20,"$22,999.00","$1,833.00"," 5,922 "
PBI,No,8/25/2015,10/26/2015,Eversource Energy,New London,Franklin,06254,SolarCity,SolarCity,PPA,9.10,"$47,775.00","$3,387.01"," 10,363 "
EPBB,No,8/25/2015,12/3/2015,Eversource Energy,Hartford,Rocky Hill,06067,Skyline Solar,Does Not Apply,Other Homeowner Purchase,6.50,"$26,933.00","$2,360.00"," 7,402 "
EPBB,No,8/25/2015,12/11/2015,Eversource Energy,Hartford,West Hartford,06105,Skyline Solar,Does Not Apply,Other Homeowner Purchase,4.68,"$22,999.00","$2,283.00"," 5,330 "
PBI,No,8/25/2015,Pending,United Illuminating,New Haven,North Haven,06473,SolarCity,SolarCity,PPA,5.20,"$27,300.00","$1,631.29"," 5,922 "
EPBB,No,8/25/2015,11/10/2015,Eversource Energy,Hartford,Suffield,06093,C-TEC Solar,Does Not Apply,Other Homeowner Purchase,11.88,"$44,140.80","$5,650.00"," 13,529 "
EPBB,No,8/25/2015,3/16/2016,United Illuminating,Fairfield,Trumbull,06611,Northeast Energy Design Solutions,Does Not Apply,Other Homeowner Purchase,9.36,"$30,433.00","$4,603.00"," 10,659 "
EPBB,No,8/25/2015,12/16/2015,Eversource Energy,Middlesex,Middletown,06457,BeFree Green Energy,Does Not Apply,Other Homeowner Purchase,21.05,"$79,087.00","$8,198.00"," 23,966 "
EPBB,No,8/25/2015,10/19/2015,Eversource Energy,New Haven,Branford,06405,All Electric Construction and Communication,Does Not Apply,Other Homeowner Purchase,15.25,"$53,500.00","$6,936.00"," 17,367 "
EPBB,No,8/25/2015,3/18/2016,Eversource Energy,Hartford,West Hartford,06105,Aegis Electrical Systems,Does Not Apply,Other Homeowner Purchase,6.00,"$40,500.00","$2,882.00"," 6,833 "
EPBB,No,8/25/2015,12/16/2015,Eversource Energy,Litchfield,Norfolk,06058,PurePoint Energy,Does Not Apply,Other Homeowner Purchase,7.25,"$38,919.00","$3,665.00"," 8,251 "
EPBB,No,8/25/2015,9/29/2015,Eversource Energy,New London,Waterford,06385,RGS Energy,Does Not Apply,Smart-E Loan,7.56,"$31,236.05","$3,658.00"," 8,609 "
PBI,No,8/25/2015,9/30/2015,Eversource Energy,Middlesex,Portland,06480,PosiGen,PosiGen,Lease,6.21,"$27,000.00","$2,234.74"," 7,072 "
PBI,No,8/25/2015,12/10/2015,United Illuminating,Fairfield,Shelton,06484,PosiGen,PosiGen,Lease,6.00,"$27,000.00","$1,918.21"," 6,833 "
PBI,No,8/25/2015,12/11/2015,United Illuminating,New Haven,Ansonia,06401,PosiGen,PosiGen,Lease,8.10,"$36,790.00","$3,170.82"," 9,224 "
PBI,No,8/25/2015,10/5/2015,United Illuminating,Fairfield,Bridgeport,06610,PosiGen,PosiGen,Lease,8.00,"$36,790.00","$2,548.31"," 9,110 "
PBI,No,8/25/2015,12/16/2015,United Illuminating,Fairfield,Bridgeport,06606,PosiGen,PosiGen,Lease,6.00,"$27,000.00","$2,795.39"," 6,833 "
PBI,No,8/25/2015,3/1/2016,Eversource Energy,Hartford,Suffield,06078,PosiGen,PosiGen,Lease,6.00,"$27,000.00","$1,953.83"," 6,833 "
EPBB,Yes,8/25/2015,10/27/2015,Eversource Energy,New Haven,Southbury,06488,Encon,Does Not Apply,Other Homeowner Purchase,8.91,"$35,105.40","$4,366.00"," 10,147 "
PBI,No,8/25/2015,9/29/2015,Eversource Energy,Fairfield,Weston,06883,PosiGen,PosiGen,Lease,8.00,"$36,790.00","$2,366.28"," 9,110 "
EPBB,No,8/25/2015,12/11/2015,Eversource Energy,Hartford,Avon,06001,C-TEC Solar,Does Not Apply,Other Homeowner Purchase,10.50,"$41,105.00","$5,039.00"," 11,957 "
EPBB,No,8/25/2015,10/5/2015,United Illuminating,New Haven,Milford,06460,Direct Energy Solar,Does Not Apply,Other Homeowner Purchase,7.80,"$27,305.40","$3,651.00"," 8,883 "
PBI,No,8/25/2015,9/23/2015,Eversource Energy,Hartford,Bristol,06010,Trinity Solar,Sunnova,PPA,6.76,"$20,004.78","$2,854.53"," 7,698 "
EPBB,No,8/25/2015,3/5/2016,United Illuminating,New Haven,Woodbridge,06525,EcoSmart Home Services,Does Not Apply,Smart-E Loan,7.32,"$25,180.80","$3,587.00"," 8,336 "
EPBB,No,8/25/2015,1/20/2016,United Illuminating,New Haven,Hamden,06517,Sungevity,Does Not Apply,Other Homeowner Purchase,2.75,"$11,398.00","$1,304.00"," 3,132 "
EPBB,No,8/25/2015,12/15/2015,United Illuminating,New Haven,North Haven,06473,Trinity Solar,Does Not Apply,Other Homeowner Purchase,8.06,"$31,434.00","$3,964.00"," 9,179 "
EPBB,No,8/25/2015,12/8/2015,United Illuminating,Fairfield,Fairfield,06824,Trinity Solar,Does Not Apply,Other Homeowner Purchase,5.46,"$22,113.00","$2,665.00"," 6,218 "
EPBB,No,8/25/2015,10/23/2015,Eversource Energy,Hartford,West Hartford,06105,C-TEC Solar,Does Not Apply,Other Homeowner Purchase,3.00,"$13,159.00","$1,021.00"," 3,416 "
PBI,No,8/25/2015,11/9/2016,Eversource Energy,Hartford,South Windsor,06074,Sungevity,Sunrun,Lease,9.00,"$43,560.00","$3,420.35"," 10,249 "
EPBB,No,8/25/2015,1/12/2016,Eversource Energy,Hartford,Rocky Hill,06067,Ross Solar,Does Not Apply,Other Homeowner Purchase,11.04,"$43,056.00","$5,536.00"," 12,572 "
PBI,No,8/25/2015,2/26/2016,United Illuminating,Fairfield,Bridgeport,06606,Sungevity,Sunrun,Lease,11.50,"$42,895.00","$4,454.58"," 13,096 "
PBI,No,8/25/2015,10/2/2015,Eversource Energy,Windham,Thompson,06262,Sungevity,Sunrun,Lease,8.10,"$30,213.00","$3,120.00"," 9,224 "
PBI,No,8/25/2015,10/29/2015,Eversource Energy,Hartford,South Windsor,06074,Trinity Solar,Sunnova,PPA,10.92,"$32,167.29","$4,844.03"," 12,436 "
EPBB,No,8/25/2015,10/6/2015,Eversource Energy,Hartford,East Hartford,06108,RGS Energy,Does Not Apply,Other Homeowner Purchase,9.95,"$45,094.00","$3,372.00"," 11,325 "
PBI,No,8/25/2015,11/5/2015,Eversource Energy,Hartford,Enfield,06082,Earthlight Technologies,CT Solar Lease II,CT Solar Lease,7.56,"$24,400.00","$3,078.22"," 8,609 "
PBI,No,8/25/2015,10/2/2015,Eversource Energy,Hartford,Wethersfield,06109,Trinity Solar,Sunnova,PPA,5.46,"$17,268.62","$2,157.30"," 6,218 "
PBI,No,8/25/2015,10/5/2015,Eversource Energy,New Haven,Meriden,06450,Trinity Solar,Sunnova,PPA,3.90,"$10,725.00","$1,300.10"," 4,441 "
EPBB,No,8/25/2015,10/15/2015,Eversource Energy,New London,Colchester,06415,Boston Solar,Does Not Apply,Smart-E Loan,9.52,"$31,416.00","$4,296.00"," 10,841 "
EPBB,No,8/25/2015,9/15/2015,Eversource Energy,Hartford,Rocky Hill,06067,Trinity Solar,Does Not Apply,Other Homeowner Purchase,5.98,"$23,920.00","$2,941.00"," 6,810 "
EPBB,No,8/25/2015,3/9/2016,Eversource Energy,Middlesex,Westbrook,06498,Aegis Electrical Systems,Does Not Apply,Other Homeowner Purchase,6.16,"$23,962.40","$3,059.00"," 7,015 "
EPBB,No,8/25/2015,10/22/2015,Eversource Energy,Hartford,West Hartford,06119,Trinity Solar,Does Not Apply,Other Homeowner Purchase,8.84,"$33,600.00","$4,347.00"," 10,067 "
PBI,No,8/26/2015,10/9/2015,Eversource Energy,Hartford,Newington,06111,SolarCity,SolarCity,PPA,7.40,"$38,823.75","$3,293.31"," 8,421 "
PBI,No,8/26/2015,7/1/2015,Eversource Energy,Hartford,Bristol,06010,Sungevity,Sunrun,Lease,7.02,"$26,184.60","$2,720.79"," 7,994 "
PBI,No,8/26/2015,10/13/2015,Eversource Energy,Hartford,Simsbury,06070,SolarCity,SolarCity,PPA,11.96,"$62,790.00","$3,642.03"," 13,620 "
PBI,No,8/26/2015,8/18/2015,Eversource Energy,Hartford,Manchester,06040,Sungevity,Sunrun,Lease,10.75,"$40,097.50","$4,054.48"," 12,242 "
PBI,No,8/26/2015,8/10/2015,Eversource Energy,Hartford,Newington,06111,Sungevity,Sunrun,Lease,8.00,"$29,840.00","$3,258.43"," 9,110 "
PBI,No,8/26/2015,10/2/2015,Eversource Energy,Windham,Plainfield,06374,SolarCity,SolarCity,PPA,5.98,"$31,395.00","$1,922.37"," 6,810 "
PBI,No,8/26/2015,11/13/2015,Eversource Energy,Fairfield,Norwalk,06854,SolarCity,SolarCity,PPA,4.42,"$23,205.00","$1,719.87"," 5,033 "
PBI,No,8/26/2015,5/3/2016,United Illuminating,Fairfield,Bridgeport,06604,Trinity Solar,Sunnova,PPA,8.84,"$28,380.86","$3,721.47"," 10,067 "
PBI,No,8/26/2015,1/22/2016,United Illuminating,Fairfield,Bridgeport,06606,PosiGen,PosiGen,Lease,5.94,"$27,000.00","$1,707.71"," 6,764 "
PBI,No,8/26/2015,2/22/2016,United Illuminating,Fairfield,Bridgeport,06608,PosiGen,PosiGen,Lease,6.00,"$27,000.00","$1,848.20"," 6,833 "
PBI,No,8/26/2015,12/11/2015,Eversource Energy,Fairfield,Norwalk,06854,SolarCity,SolarCity,PPA,6.89,"$36,172.50","$1,934.85"," 7,846 "
