Program,Solarize CT, Date of Application,Completed,Electric Utility,County,Municipality, Zip Code,Contractor,System Owner,System Financing,System Size (kW STC),Total System Costs,Total Incentive  Approved, Estimated Annual Production  (kWh) 
PBI,No,2/26/2018,Pending,United Illuminating,Fairfield,Bridgeport,06606,PosiGen,PosiGen,Lease,4.56,"$18,434.61",$863.17," 5,193 "
PBI,No,2/26/2018,Pending,United Illuminating,Fairfield,Bridgeport,06606,PosiGen,PosiGen,Lease,6.38,"$25,792.29","$1,151.03"," 7,266 "
LMI PBI,No,2/26/2018,Pending,United Illuminating,Fairfield,Bridgeport,06606,PosiGen,PosiGen,Lease,8.55,"$34,564.90","$4,384.87"," 9,737 "
LMI PBI,No,2/26/2018,Pending,United Illuminating,Fairfield,Bridgeport,06606,PosiGen,PosiGen,Lease,4.56,"$18,434.61","$2,466.19"," 5,193 "
PBI,No,2/26/2018,Pending,United Illuminating,Fairfield,Bridgeport,06606,PosiGen,PosiGen,Lease,6.27,"$25,347.59","$1,151.03"," 7,140 "
LMI PBI,No,2/26/2018,Pending,United Illuminating,Fairfield,Bridgeport,06606,PosiGen,PosiGen,Lease,4.56,"$18,434.61","$2,237.46"," 5,193 "
EPBB,No,2/26/2018,5/22/2018,Eversource Energy,Hartford,West Hartford,06110,Trinity Solar,Does Not Apply,Other Homeowner Purchase,5.31,"$16,992.00","$1,644.00"," 6,047 "
PBI,No,2/26/2018,Pending,Eversource Energy,Hartford,Southington,06479,PosiGen,PosiGen,Lease,6.38,"$25,792.29","$1,151.03"," 7,266 "
EPBB,No,2/27/2018,4/10/2018,Eversource Energy,Litchfield,Roxbury,06783,PurePoint Energy,Does Not Apply,Other Homeowner Purchase,16.08,"$67,718.00","$6,648.00"," 18,312 "
EPBB,No,2/27/2018,5/7/2018,Eversource Energy,Fairfield,Bethel,06801,Ross Solar,Does Not Apply,Other Homeowner Purchase,8.04,"$27,336.00","$2,343.00"," 9,156 "
EPBB,No,2/27/2018,5/3/2018,Eversource Energy,Hartford,Suffield,06078,C-TEC Solar,Does Not Apply,Other Homeowner Purchase,8.64,"$31,536.80","$3,716.00"," 9,839 "
PBI,No,2/27/2018,Pending,United Illuminating,New Haven,North Haven,06473,Trinity Solar,Sunnova,PPA,6.79,"$27,429.57","$1,197.90"," 7,727 "
PBI,No,2/27/2018,Pending,Eversource Energy,New Haven,Waterbury,06708,Vivint Solar,Vivint Solar,PPA,4.20,"$16,979.25",$964.37," 4,783 "
EPBB,No,2/27/2018,4/11/2018,Eversource Energy,Hartford,Newington,06111,C-TEC Solar,Does Not Apply,Other Homeowner Purchase,7.35,"$27,195.00","$3,092.00"," 8,370 "
PBI,No,2/27/2018,5/15/2018,Eversource Energy,Fairfield,Norwalk,06851,Trinity Solar,Sunnova,PPA,6.20,"$22,704.47","$1,412.15"," 7,055 "
PBI,No,2/27/2018,4/16/2018,Eversource Energy,Hartford,Manchester,06040,Trinity Solar,Sunnova,PPA,5.90,"$18,484.58","$1,297.28"," 6,719 "
PBI,No,2/27/2018,5/7/2018,Eversource Energy,Hartford,New Britain,06051,Trinity Solar,Sunnova,PPA,9.44,"$30,557.86","$1,920.49"," 10,750 "
PBI,No,2/27/2018,4/30/2018,Eversource Energy,New London,Stonington,06355,Trinity Solar,Sunnova,PPA,8.26,"$24,483.43","$1,486.00"," 9,406 "
PBI,No,2/27/2018,Pending,Eversource Energy,New Haven,Branford,06405,Trinity Solar,Sunnova,PPA,19.18,"$77,518.36","$3,881.77"," 21,836 "
PBI,No,2/27/2018,5/25/2018,Eversource Energy,Fairfield,Norwalk,06851,Trinity Solar,Sunnova,PPA,5.31,"$15,664.50",$916.90," 6,047 "
PBI,No,2/27/2018,5/30/2018,Eversource Energy,Fairfield,Norwalk,06850,Trinity Solar,Sunnova,PPA,3.84,"$15,915.26","$1,054.41"," 4,367 "
PBI,No,2/27/2018,Pending,United Illuminating,New Haven,North Haven,06473,Trinity Solar,Sunnova,PPA,6.79,"$27,429.57","$1,915.48"," 7,727 "
PBI,No,2/27/2018,6/5/2018,Eversource Energy,Hartford,Manchester,06042,Trinity Solar,Sunnova,PPA,3.84,"$13,675.89",$872.31," 4,367 "
PBI,No,2/27/2018,6/18/2018,United Illuminating,Fairfield,Trumbull,06611,Trinity Solar,Sunnova,PPA,9.15,"$31,355.17","$1,725.54"," 10,414 "
PBI,No,2/27/2018,5/23/2018,Eversource Energy,Hartford,Bristol,06010,Trinity Solar,Sunnova,PPA,4.72,"$19,574.61","$1,321.53"," 5,375 "
PBI,No,2/27/2018,6/8/2018,United Illuminating,New Haven,New Haven,06513,Trinity Solar,Sunnova,PPA,10.03,"$41,769.36","$2,293.80"," 11,422 "
PBI,No,2/27/2018,Pending,United Illuminating,Fairfield,Stratford,06614,Trinity Solar,Sunnova,PPA,8.56,"$34,585.11","$2,000.30"," 9,742 "
PBI,No,2/27/2018,6/1/2018,Eversource Energy,Hartford,New Britain,06052,Trinity Solar,Sunnova,PPA,5.31,"$17,239.96","$1,004.64"," 6,047 "
PBI,No,2/27/2018,6/21/2018,United Illuminating,New Haven,North Haven,06473,Trinity Solar,Sunnova,PPA,5.90,"$22,307.20","$1,292.48"," 6,719 "
PBI,No,2/27/2018,5/16/2018,United Illuminating,Fairfield,Stratford,06615,Trinity Solar,Sunnova,PPA,2.95,"$11,962.90",$707.63," 3,359 "
PBI,No,2/27/2018,5/22/2018,Eversource Energy,New London,Colchester,06415,Trinity Solar,Sunnova,PPA,5.90,"$18,879.53","$1,167.64"," 6,719 "
PBI,No,2/27/2018,5/9/2018,United Illuminating,New Haven,North Haven,06473,Trinity Solar,Sunnova,PPA,7.38,"$28,508.19","$1,655.43"," 8,399 "
PBI,No,2/27/2018,6/22/2018,Eversource Energy,Hartford,West Hartford,06119,Trinity Solar,Sunnova,PPA,4.13,"$16,175.64","$1,016.86"," 4,703 "
PBI,No,2/27/2018,5/10/2018,Eversource Energy,Hartford,New Britain,06053,Trinity Solar,Sunrun,Lease,4.43,"$13,328.09",$945.11," 5,039 "
PBI,No,2/27/2018,5/1/2018,Eversource Energy,Hartford,Bristol,06010,Trinity Solar,Sunnova,PPA,6.79,"$23,247.55","$1,602.97"," 7,727 "
PBI,No,2/27/2018,4/23/2018,Eversource Energy,New Haven,Cheshire,06410,Trinity Solar,Sunnova,PPA,11.21,"$33,069.50","$2,569.84"," 12,766 "
EPBB,No,2/27/2018,4/3/2018,Eversource Energy,Hartford,Manchester,06042,Trinity Solar,Does Not Apply,Other Homeowner Purchase,13.87,"$45,061.27","$3,824.00"," 15,789 "
PBI,No,2/27/2018,6/6/2018,United Illuminating,Fairfield,Trumbull,06611,Trinity Solar,Sunnova,PPA,7.38,"$30,606.27","$1,916.36"," 8,399 "
PBI,No,2/27/2018,5/23/2018,Eversource Energy,New London,Colchester,06415,Trinity Solar,Sunnova,PPA,8.56,"$25,433.70","$1,566.46"," 9,742 "
EPBB,No,2/27/2018,Pending,Eversource Energy,Fairfield,Ridgefield,06877,Vivint Solar,Does Not Apply,Other Homeowner Purchase,6.67,"$19,042.80",$595.00," 7,596 "
PBI,No,2/27/2018,Pending,United Illuminating,New Haven,West Haven,06516,Vivint Solar,Vivint Solar,PPA,4.76,"$19,243.15","$1,005.65"," 5,421 "
PBI,No,2/27/2018,Pending,Eversource Energy,Hartford,Enfield,06082,Vivint Solar,Vivint Solar,PPA,8.40,"$33,958.50","$1,707.46"," 9,566 "
PBI,No,2/27/2018,4/20/2018,Eversource Energy,New Haven,Wolcott,06716,Trinity Solar,Sunnova,PPA,12.69,"$43,483.11","$2,781.59"," 14,446 "
PBI,No,2/27/2018,Pending,Eversource Energy,New Haven,Waterbury,06704,Vivint Solar,Vivint Solar,PPA,7.56,"$30,562.65","$1,422.92"," 8,609 "
EPBB,No,2/27/2018,Pending,Eversource Energy,Fairfield,Danbury,06810,Vivint Solar,Does Not Apply,Other Homeowner Purchase,4.64,"$13,277.60","$1,963.00"," 5,284 "
PBI,No,2/27/2018,Pending,Eversource Energy,New Haven,Waterbury,06706,Vivint Solar,Vivint Solar,PPA,9.80,"$39,618.25","$2,202.51"," 11,160 "
LMI PBI,No,2/28/2018,Pending,United Illuminating,New Haven,Hamden,06514,PosiGen,PosiGen,Lease,6.27,"$25,347.59","$3,288.65"," 7,140 "
EPBB,No,2/28/2018,6/19/2018,Eversource Energy,Windham,Windham,06268,Sunlight Solar Energy,Does Not Apply,Other Homeowner Purchase,3.35,"$12,797.00","$1,438.00"," 3,815 "
PBI,No,2/28/2018,6/1/2018,Eversource Energy,Windham,Eastford,06242,Trinity Solar,Sunnova,PPA,20.65,"$68,561.70","$4,241.65"," 23,516 "
EPBB,No,2/28/2018,5/23/2018,Eversource Energy,New Haven,Guilford,06437,Sunlight Solar Energy,Does Not Apply,Other Homeowner Purchase,12.06,"$37,024.00","$5,108.00"," 13,734 "
EPBB,No,2/28/2018,6/20/2018,Eversource Energy,Windham,Windham,06226,Sunlight Solar Energy,Does Not Apply,Other Homeowner Purchase,4.02,"$13,066.00","$1,691.00"," 4,578 "
PBI,No,2/28/2018,5/25/2018,Eversource Energy,Tolland,Somers,06071,C-TEC Solar,SunPower Capital,Lease,14.04,"$49,140.00","$3,108.25"," 15,989 "
PBI,No,2/28/2018,6/25/2018,Eversource Energy,Hartford,Hartford,06114,Trinity Solar,Sunnova,PPA,14.46,"$47,742.53","$3,039.19"," 16,461 "
EPBB,No,2/28/2018,4/27/2018,Eversource Energy,Hartford,Farmington,06032,EcoSmart Home Services,Does Not Apply,Other Homeowner Purchase,9.92,"$33,386.00","$3,977.00"," 11,297 "
PBI,No,2/28/2018,5/10/2018,United Illuminating,New Haven,Milford,06461,Trinity Solar,Sunnova,PPA,6.49,"$25,151.59","$1,410.50"," 7,391 "
PBI,No,2/28/2018,5/21/2018,Eversource Energy,Windham,Windham,06226,Trinity Solar,Sunnova,PPA,3.54,"$12,213.00",$740.60," 4,031 "
PBI,No,2/28/2018,5/11/2018,Eversource Energy,Hartford,Enfield,06082,Trinity Solar,Sunnova,PPA,6.49,"$21,278.51","$1,336.86"," 7,391 "
PBI,No,2/28/2018,6/12/2018,Eversource Energy,New London,Waterford,06385,Trinity Solar,Sunnova,PPA,10.33,"$36,546.96","$2,378.85"," 11,758 "
PBI,No,2/28/2018,6/18/2018,Eversource Energy,Hartford,Southington,06479,Trinity Solar,Sunnova,PPA,20.36,"$69,007.76","$4,358.24"," 23,180 "
PBI,No,2/28/2018,Pending,Eversource Energy,Hartford,Newington,06111,Trinity Solar,Sunnova,PPA,6.79,"$27,429.57","$1,751.63"," 7,727 "
PBI,No,2/28/2018,5/5/2018,Eversource Energy,New Haven,Wolcott,06716,Trinity Solar,Sunnova,PPA,8.56,"$30,514.77","$1,952.02"," 9,742 "
PBI,No,2/28/2018,5/24/2018,Eversource Energy,New Haven,Waterbury,06708,Trinity Solar,Sunnova,PPA,3.25,"$11,875.98",$692.30," 3,695 "
PBI,No,2/28/2018,6/4/2018,Eversource Energy,Hartford,West Hartford,06117,Vivint Solar,Vivint Solar,PPA,5.60,"$23,272.00","$1,086.75"," 6,377 "
PBI,No,2/28/2018,Pending,United Illuminating,New Haven,Woodbridge,06525,Trinity Solar,Sunnova,PPA,7.08,"$28,622.16","$1,821.74"," 8,063 "
PBI,No,2/28/2018,Pending,Eversource Energy,Hartford,East Windsor,06016,Vivint Solar,Vivint Solar,PPA,10.08,"$40,750.20","$2,046.13"," 11,479 "
PBI,No,2/28/2018,5/17/2018,Eversource Energy,Litchfield,Torrington,06790,Trinity Solar,Sunnova,PPA,3.84,"$11,313.25",$676.31," 4,367 "
PBI,No,2/28/2018,5/10/2018,Eversource Energy,New London,Colchester,06415,Trinity Solar,Sunnova,PPA,6.49,"$24,345.27","$1,542.00"," 7,391 "
PBI,No,2/28/2018,Pending,United Illuminating,New Haven,Hamden,06517,Trinity Solar,Sunnova,PPA,6.49,"$26,236.98","$1,734.01"," 7,391 "
PBI,No,2/28/2018,Pending,Eversource Energy,New Haven,Meriden,06450,Vivint Solar,Vivint Solar,PPA,6.72,"$27,166.80","$1,504.42"," 7,653 "
PBI,No,2/28/2018,Pending,United Illuminating,Fairfield,Stratford,06614,Vivint Solar,Vivint Solar,PPA,7.28,"$29,430.70","$1,397.83"," 8,290 "
PBI,No,2/28/2018,Pending,Eversource Energy,Hartford,Wethersfield,06109,Vivint Solar,Vivint Solar,PPA,4.76,"$19,243.15",$957.53," 5,421 "
PBI,No,2/28/2018,Pending,Eversource Energy,Hartford,East Hartford,06118,Vivint Solar,Vivint Solar,PPA,4.20,"$16,979.25",$970.60," 4,783 "
EPBB,No,2/28/2018,Pending,Eversource Energy,New Haven,Waterbury,06708,Vivint Solar,Does Not Apply,Other Homeowner Purchase,6.38,"$31,900.00","$2,691.00"," 7,266 "
PBI,No,2/28/2018,Pending,United Illuminating,Fairfield,Stratford,06614,Vivint Solar,Vivint Solar,PPA,7.54,"$30,481.80","$1,408.40"," 8,587 "
PBI,No,2/28/2018,Pending,United Illuminating,New Haven,Milford,06460,Vivint Solar,Vivint Solar,PPA,7.28,"$29,430.70","$1,484.10"," 8,290 "
PBI,No,3/1/2018,4/19/2018,Eversource Energy,New London,Waterford,06385,Trinity Solar,Sunnova,PPA,9.74,"$30,288.44","$1,903.27"," 11,086 "
EPBB,No,3/1/2018,Pending,Eversource Energy,Hartford,Canton,06019,Ross Solar,Does Not Apply,Other Homeowner Purchase,7.37,"$26,295.00","$3,155.00"," 8,393 "
EPBB,No,3/1/2018,Pending,Eversource Energy,Tolland,Vernon,06066,RGS Energy,Does Not Apply,Other Homeowner Purchase,2.79,"$11,786.50","$1,165.00"," 3,177 "
PBI,No,3/1/2018,5/4/2018,Eversource Energy,Hartford,Manchester,06042,Trinity Solar,Sunnova,PPA,4.43,"$16,092.00","$1,050.04"," 5,039 "
PBI,No,3/1/2018,5/15/2018,Eversource Energy,New London,Ledyard,06339,Trinity Solar,Sunnova,PPA,7.67,"$25,503.73","$1,961.54"," 8,735 "
PBI,No,3/1/2018,5/21/2018,Eversource Energy,Hartford,New Britain,06051,Trinity Solar,Sunnova,PPA,2.36,"$8,279.89",$649.57," 2,688 "
PBI,No,3/1/2018,5/9/2018,Eversource Energy,New Haven,Branford,06405,Trinity Solar,Sunnova,PPA,11.51,"$38,096.49","$2,282.81"," 13,102 "
PBI,No,3/1/2018,Pending,United Illuminating,New Haven,Hamden,06514,Earthlight Technologies,SunPower Capital,Lease,7.04,"$28,460.46","$1,968.78"," 8,017 "
PBI,No,3/1/2018,Pending,United Illuminating,New Haven,Milford,06460,Trinity Solar,Sunrun,Lease,7.08,"$28,622.16","$1,543.62"," 8,063 "
PBI,No,3/1/2018,Pending,United Illuminating,New Haven,North Haven,06473,Trinity Solar,Sunnova,PPA,5.31,"$21,466.62","$1,277.12"," 6,047 "
PBI,No,3/1/2018,Pending,Eversource Energy,Middlesex,Old Saybrook,06475,Trinity Solar,Sunnova,PPA,5.90,"$23,851.80","$1,369.41"," 6,719 "
PBI,No,3/1/2018,6/6/2018,Eversource Energy,Hartford,Enfield,06082,Trinity Solar,Sunnova,PPA,2.95,"$10,358.57",$662.83," 3,359 "
PBI,No,3/1/2018,5/31/2018,United Illuminating,Fairfield,Stratford,06614,Trinity Solar,Sunnova,PPA,8.56,"$34,902.72","$2,095.10"," 9,742 "
PBI,No,3/1/2018,Pending,United Illuminating,Fairfield,Stratford,06614,Vivint Solar,Vivint Solar,PPA,8.96,"$36,222.40","$1,657.48"," 10,204 "
PBI,No,3/1/2018,5/1/2018,Eversource Energy,Hartford,Manchester,06042,Trinity Solar,Sunnova,PPA,3.54,"$14,691.00",$973.11," 4,031 "
PBI,No,3/1/2018,6/15/2018,Eversource Energy,New London,Stonington,06355,Trinity Solar,Sunnova,PPA,4.72,"$19,344.39","$1,190.88"," 5,375 "
EPBB,No,3/1/2018,Pending,United Illuminating,New Haven,Hamden,06517,C-TEC Solar,Does Not Apply,Other Homeowner Purchase,7.70,"$31,762.50","$3,171.00"," 8,769 "
EPBB,No,3/1/2018,5/3/2018,United Illuminating,New Haven,Milford,06460,EcoSmart Home Services,Does Not Apply,Other Homeowner Purchase,10.72,"$28,522.00","$3,350.00"," 12,208 "
EPBB,No,3/1/2018,Pending,Eversource Energy,Hartford,Glastonbury,06033,Vivint Solar,Does Not Apply,Other Homeowner Purchase,11.60,"$46,400.00","$3,205.00"," 13,210 "
EPBB,No,3/1/2018,6/1/2018,United Illuminating,New Haven,North Haven,06473,Vivint Solar,Does Not Apply,Other Homeowner Purchase,15.37,"$66,091.00","$6,240.00"," 17,503 "
PBI,No,3/1/2018,Pending,United Illuminating,New Haven,West Haven,06516,Vivint Solar,Vivint Solar,PPA,12.32,"$49,805.80","$1,989.93"," 14,030 "
PBI,No,3/1/2018,Pending,United Illuminating,New Haven,North Branford,06471,Vivint Solar,Vivint Solar,PPA,17.92,"$72,444.80","$3,371.58"," 20,407 "
PBI,No,3/1/2018,Pending,United Illuminating,Fairfield,Bridgeport,06608,Trinity Solar,Sunnova,PPA,8.85,"$35,777.70","$2,088.23"," 10,078 "
PBI,No,3/1/2018,Pending,United Illuminating,New Haven,Hamden,06517,Trinity Solar,Sunnova,PPA,7.67,"$31,007.34","$1,485.14"," 8,735 "
EPBB,No,3/1/2018,Pending,Eversource Energy,New London,Montville,06370,Trinity Solar,Does Not Apply,Other Homeowner Purchase,10.92,"$38,202.00","$4,617.00"," 12,430 "
PBI,No,3/1/2018,Pending,Eversource Energy,Hartford,Burlington,06013,Vivint Solar,Vivint Solar,PPA,8.99,"$36,343.68","$1,830.03"," 10,238 "
PBI,No,3/1/2018,5/9/2018,Eversource Energy,Hartford,New Britain,06053,Trinity Solar,Sunnova,PPA,8.26,"$25,794.31","$1,653.58"," 9,406 "
PBI,No,3/1/2018,Pending,United Illuminating,Fairfield,Stratford,06615,Vivint Solar,Vivint Solar,PPA,4.64,"$18,758.03","$1,151.86"," 5,284 "
PBI,No,3/1/2018,5/8/2018,Eversource Energy,New London,Waterford,06385,Trinity Solar,Sunnova,PPA,5.61,"$21,742.06","$1,431.26"," 6,383 "
PBI,No,3/1/2018,Pending,United Illuminating,New Haven,East Haven,06512,Vivint Solar,Vivint Solar,PPA,14.84,"$59,993.35","$3,133.49"," 16,900 "
PBI,No,3/1/2018,Pending,United Illuminating,New Haven,New Haven,06513,Vivint Solar,Vivint Solar,PPA,9.52,"$38,486.30","$1,862.59"," 10,841 "
PBI,No,3/1/2018,Pending,Eversource Energy,Hartford,Glastonbury,06033,Vivint Solar,Vivint Solar,PPA,8.12,"$32,826.55","$1,836.46"," 9,247 "
PBI,No,3/1/2018,Pending,United Illuminating,New Haven,Hamden,06514,Vivint Solar,Vivint Solar,PPA,5.32,"$21,507.05","$1,030.95"," 6,058 "
PBI,No,3/1/2018,Pending,United Illuminating,New Haven,New Haven,06512,Trinity Solar,Sunnova,PPA,5.90,"$23,851.80","$1,202.46"," 6,719 "
PBI,No,3/1/2018,Pending,Eversource Energy,Hartford,West Hartford,06117,Vivint Solar,Vivint Solar,PPA,5.60,"$22,639.00","$1,118.67"," 6,377 "
PBI,No,3/1/2018,Pending,United Illuminating,Fairfield,Stratford,06615,Vivint Solar,Vivint Solar,PPA,6.16,"$24,902.90",$863.37," 7,015 "
EPBB,No,3/1/2018,Pending,United Illuminating,Fairfield,Shelton,06484,Aegis Electrical Systems,Does Not Apply,Other Homeowner Purchase,9.45,"$29,295.00","$4,072.00"," 10,762 "
EPBB,No,3/1/2018,Pending,United Illuminating,New Haven,East Haven,06512,Vivint Solar,Does Not Apply,Other Homeowner Purchase,5.80,"$29,000.00","$2,442.00"," 6,605 "
PBI,No,3/1/2018,Pending,United Illuminating,New Haven,Orange,06477,Trinity Solar,Sunnova,PPA,10.03,"$40,548.06","$2,146.93"," 11,422 "
PBI,No,3/1/2018,Pending,Eversource Energy,Hartford,Bristol,06010,Trinity Solar,Sunnova,PPA,8.85,"$35,777.70","$1,827.96"," 10,078 "
PBI,No,3/1/2018,5/15/2018,Eversource Energy,Litchfield,Watertown,06795,Trinity Solar,Sunnova,PPA,16.23,"$60,037.47","$3,788.72"," 18,477 "
PBI,No,3/1/2018,5/22/2018,Eversource Energy,Hartford,Southington,06489,Trinity Solar,Sunnova,PPA,7.67,"$30,667.18","$2,054.47"," 8,735 "
EPBB,No,3/2/2018,3/29/2018,Eversource Energy,New London,Montville,06382,SolarCity,Does Not Apply,Other Homeowner Purchase,4.88,"$17,403.75","$2,128.00"," 5,552 "
EPBB,No,3/2/2018,Pending,United Illuminating,New Haven,East Haven,06512,SolarCity,Does Not Apply,Other Homeowner Purchase,4.50,"$16,065.00","$1,905.00"," 5,125 "
EPBB,No,3/2/2018,Pending,United Illuminating,New Haven,North Haven,06473,SolarCity,Does Not Apply,Other Homeowner Purchase,7.20,"$27,704.00","$2,211.00"," 8,199 "
EPBB,No,3/2/2018,5/23/2018,Eversource Energy,Fairfield,Danbury,06811,SolarCity,Does Not Apply,Other Homeowner Purchase,4.23,"$15,517.00","$1,720.00"," 4,811 "
EPBB,No,3/2/2018,Pending,United Illuminating,Fairfield,Stratford,06615,SolarCity,Does Not Apply,Other Homeowner Purchase,4.88,"$15,537.99","$1,455.00"," 5,552 "
EPBB,No,3/2/2018,4/4/2018,Eversource Energy,New London,Colchester,06415,SolarCity,Does Not Apply,Other Homeowner Purchase,3.90,"$14,118.00","$1,633.00"," 4,441 "
EPBB,No,3/2/2018,4/17/2018,Eversource Energy,Hartford,West Hartford,06117,SolarCity,Does Not Apply,Other Homeowner Purchase,19.83,"$59,593.95","$8,108.00"," 22,577 "
EPBB,No,3/2/2018,Pending,United Illuminating,Fairfield,Stratford,06614,SolarCity,Does Not Apply,Other Homeowner Purchase,12.90,"$46,698.00","$3,209.00"," 14,691 "
EPBB,No,3/2/2018,3/29/2018,Eversource Energy,Litchfield,Winchester,06098,SolarCity,Does Not Apply,Other Homeowner Purchase,5.20,"$19,604.00","$2,269.00"," 5,922 "
EPBB,No,3/2/2018,Pending,Eversource Energy,Hartford,Newington,06111,SolarCity,Does Not Apply,Other Homeowner Purchase,6.90,"$31,633.00","$2,899.00"," 7,858 "
EPBB,No,3/2/2018,Pending,Eversource Energy,New London,East Lyme,06333,SolarCity,Does Not Apply,Other Homeowner Purchase,6.83,"$24,365.24","$2,979.00"," 7,772 "
EPBB,No,3/2/2018,5/1/2018,Eversource Energy,New Haven,Madison,06443,SolarCity,Does Not Apply,Other Homeowner Purchase,12.90,"$46,698.00","$5,349.00"," 14,691 "
EPBB,No,3/2/2018,5/22/2018,Eversource Energy,Tolland,Bolton,06043,SolarCity,Does Not Apply,Other Homeowner Purchase,4.27,"$15,243.90","$1,797.00"," 4,863 "
EPBB,No,3/2/2018,3/27/2018,Eversource Energy,New Haven,Waterbury,06708,SolarCity,Does Not Apply,Other Homeowner Purchase,6.60,"$23,892.00","$2,578.00"," 7,516 "
EPBB,No,3/2/2018,Pending,United Illuminating,Fairfield,Stratford,06614,SolarCity,Does Not Apply,Other Homeowner Purchase,7.93,"$28,310.10","$2,123.00"," 9,031 "
EPBB,No,3/2/2018,Pending,Eversource Energy,Litchfield,Watertown,06779,SolarCity,Does Not Apply,Other Homeowner Purchase,7.63,"$27,221.25","$3,119.00"," 8,683 "
EPBB,No,3/2/2018,3/23/2018,Eversource Energy,Middlesex,Old Saybrook,06475,SolarCity,Does Not Apply,Other Homeowner Purchase,9.60,"$34,272.00","$3,647.00"," 10,932 "
EPBB,No,3/2/2018,Pending,United Illuminating,New Haven,New Haven,06512,SolarCity,Does Not Apply,Other Homeowner Purchase,4.58,"$14,581.00","$1,921.00"," 5,210 "
EPBB,No,3/2/2018,4/12/2018,Eversource Energy,Hartford,Enfield,06082,SolarCity,Does Not Apply,Other Homeowner Purchase,7.02,"$25,394.30","$1,913.00"," 7,989 "
EPBB,No,3/2/2018,4/27/2018,Eversource Energy,Hartford,Enfield,06082,SolarCity,Does Not Apply,Other Homeowner Purchase,14.10,"$51,042.00","$5,789.00"," 16,057 "
EPBB,No,3/5/2018,Pending,Eversource Energy,Hartford,Suffield,06078,SolarCity,Does Not Apply,Other Homeowner Purchase,8.70,"$39,748.00","$2,303.00"," 9,908 "
EPBB,No,3/5/2018,Pending,Eversource Energy,New London,Waterford,06385,SolarCity,Does Not Apply,Other Homeowner Purchase,10.20,"$43,414.00","$3,075.00"," 11,616 "
EPBB,No,3/5/2018,Pending,Eversource Energy,Fairfield,Newtown,06482,SolarCity,Does Not Apply,Other Homeowner Purchase,14.40,"$64,008.00","$3,805.00"," 16,399 "
EPBB,No,3/5/2018,Pending,Eversource Energy,Middlesex,Cromwell,06416,SolarCity,Does Not Apply,Other Homeowner Purchase,3.60,"$19,852.00","$1,524.00"," 4,100 "
EPBB,No,3/5/2018,Pending,United Illuminating,New Haven,West Haven,06516,SolarCity,Does Not Apply,Other Homeowner Purchase,3.90,"$20,923.00","$1,638.00"," 4,441 "
EPBB,No,3/5/2018,Pending,Eversource Energy,Hartford,Hartford,06106,SolarCity,Does Not Apply,Other Homeowner Purchase,4.23,"$15,928.25","$1,823.00"," 4,811 "
EPBB,No,3/5/2018,Pending,United Illuminating,New Haven,West Haven,06516,SolarCity,Does Not Apply,Other Homeowner Purchase,6.90,"$24,633.00","$2,920.00"," 7,858 "
EPBB,No,3/5/2018,Pending,United Illuminating,New Haven,East Haven,06513,SolarCity,Does Not Apply,Other Homeowner Purchase,7.50,"$33,775.00","$2,879.00"," 8,541 "
EPBB,No,3/5/2018,Pending,Eversource Energy,Fairfield,Monroe,06468,SolarCity,Does Not Apply,Other Homeowner Purchase,6.50,"$24,505.00","$2,800.00"," 7,402 "
EPBB,No,3/5/2018,Pending,Eversource Energy,Fairfield,Weston,06883,Ross Solar,Does Not Apply,Other Homeowner Purchase,12.06,"$48,407.00","$4,000.00"," 13,734 "
EPBB,No,3/5/2018,Pending,Eversource Energy,Hartford,Windsor Locks,06096,SolarCity,Does Not Apply,Other Homeowner Purchase,7.20,"$32,704.00","$1,918.00"," 8,199 "
EPBB,No,3/5/2018,Pending,United Illuminating,Fairfield,Bridgeport,06610,SolarCity,Does Not Apply,Other Homeowner Purchase,6.18,"$24,471.00","$2,695.00"," 7,032 "
EPBB,No,3/5/2018,5/10/2018,Eversource Energy,Hartford,Bloomfield,06002,SolarCity,Does Not Apply,Other Homeowner Purchase,3.36,"$12,145.10","$1,001.00"," 3,821 "
PBI,No,3/5/2018,Pending,Eversource Energy,New Haven,Guilford,06437,Vivint Solar,Vivint Solar,PPA,16.24,"$65,653.10","$3,226.61"," 18,494 "
PBI,No,3/5/2018,6/20/2018,Eversource Energy,New London,Stonington,06379,Trinity Solar,Sunnova,PPA,11.51,"$35,069.66","$2,159.61"," 13,102 "
PBI,No,3/5/2018,5/4/2018,Eversource Energy,New London,Colchester,06415,Trinity Solar,Sunnova,PPA,5.90,"$17,926.47","$1,122.21"," 6,719 "
