station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
BDL,1/1/2019 19:05,-72.6825,41.9381,M,M,M,310,22,M,29.82,M,10,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 011905Z AUTO 31022KT 10SM CLR 07/M01 A2981 RMK T00701010 MADISHF
BDL,1/1/2019 19:15,-72.6825,41.9381,M,M,M,320,21,M,29.83,M,10,28,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 011915Z AUTO 32021G28KT 10SM CLR 07/M02 A2982 RMK T00701020 MADISHF
BDL,1/1/2019 19:20,-72.6825,41.9381,M,M,M,320,22,M,29.84,M,10,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 011920Z AUTO 32022KT 10SM CLR 07/M02 A2984 RMK T00701020 MADISHF
BDL,1/1/2019 19:25,-72.6825,41.9381,M,M,M,320,23,M,29.85,M,10,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 011925Z AUTO 32023KT 10SM CLR 07/M02 A2985 RMK T00701020 MADISHF
BDL,1/1/2019 19:30,-72.6825,41.9381,M,M,M,320,16,M,29.86,M,10,M,FEW,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 011930Z AUTO 32016KT 10SM FEW037 07/M02 A2986 RMK T00701020 MADISHF
BDL,1/1/2019 19:35,-72.6825,41.9381,M,M,M,310,17,M,29.86,M,10,M,FEW,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 011935Z AUTO 31017KT 10SM FEW037 07/M01 A2986 RMK T00701010 MADISHF
BDL,1/1/2019 19:45,-72.6825,41.9381,M,M,M,310,16,M,29.87,M,10,M,SCT,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 011945Z AUTO 31016KT 10SM SCT037 07/M01 A2987 RMK T00701010 MADISHF
BDL,1/1/2019 19:50,-72.6825,41.9381,M,M,M,300,24,M,29.88,M,10,M,SCT,BKN,M,M,3300,3800,M,M,M,M,M,M,M,M,M,M,KBDL 011950Z AUTO 30024KT 10SM SCT033 BKN038 06/M02 A2987 RMK T00601020 MADISHF
BDL,1/1/2019 19:51,-72.6825,41.9381,43,28.9,57.21,300,27,0,29.88,1011.9,10,34,SCT,BKN,BKN,M,3300,3800,25000,M,M,M,M,M,34,300,1/1/2019 19:50,32.34,KBDL 011951Z 30027G34KT 10SM SCT033 BKN038 BKN250 06/M02 A2988 RMK AO2 PK WND 30034/1950 PRESRR SLP119 T00611017
BDL,1/1/2019 19:55,-72.6825,41.9381,M,M,M,310,24,M,29.88,M,10,M,BKN,M,M,M,3500,M,M,M,M,M,M,M,M,M,M,M,KBDL 011955Z AUTO 31024KT 10SM BKN035 06/M02 A2987 RMK T00601020 MADISHF
BDL,1/1/2019 20:00,-72.6825,41.9381,M,M,M,310,25,M,29.88,M,10,M,BKN,M,M,M,3500,M,M,M,M,M,M,M,M,M,M,M,KBDL 012000Z AUTO 31025KT 10SM BKN035 06/M02 A2987 RMK T00601020 MADISHF
BDL,1/1/2019 20:05,-72.6825,41.9381,M,M,M,300,21,M,29.89,M,10,M,BKN,M,M,M,3500,M,M,M,M,M,M,M,M,M,M,M,KBDL 012005Z AUTO 30021KT 10SM BKN035 06/M02 A2988 RMK T00601020 MADISHF
BDL,1/1/2019 20:10,-72.6825,41.9381,M,M,M,310,19,M,29.89,M,10,M,BKN,M,M,M,3500,M,M,M,M,M,M,M,M,M,M,M,KBDL 012010Z AUTO 31019KT 10SM BKN035 06/M02 A2988 RMK T00601020 MADISHF
BDL,1/1/2019 20:15,-72.6825,41.9381,M,M,M,320,23,M,29.9,M,10,32,BKN,M,M,M,3500,M,M,M,M,M,M,M,M,M,M,M,KBDL 012015Z AUTO 32023G32KT 10SM BKN035 06/M02 A2989 RMK T00601020 MADISHF
BDL,1/1/2019 20:20,-72.6825,41.9381,M,M,M,M,20,M,29.91,M,10,M,SCT,M,M,M,3500,M,M,M,M,M,M,M,M,M,M,M,KBDL 012020Z AUTO ///20KT 10SM SCT035 05/M02 A2990 RMK T00501020 MADISHF
BDL,1/1/2019 20:25,-72.6825,41.9381,M,M,M,320,21,M,29.91,M,10,M,SCT,M,M,M,3500,M,M,M,M,M,M,M,M,M,M,M,KBDL 012025Z AUTO 32021KT 10SM SCT035 05/M02 A2990 RMK T00501020 MADISHF
BDL,1/1/2019 20:30,-72.6825,41.9381,M,M,M,320,18,M,29.92,M,10,M,SCT,M,M,M,3500,M,M,M,M,M,M,M,M,M,M,M,KBDL 012030Z AUTO 32018KT 10SM SCT035 05/M02 A2992 RMK T00501020 MADISHF
BDL,1/1/2019 20:35,-72.6825,41.9381,M,M,M,320,19,M,29.92,M,10,M,SCT,M,M,M,3500,M,M,M,M,M,M,M,M,M,M,M,KBDL 012035Z AUTO 32019KT 10SM SCT035 04/M02 A2992 RMK T00401020 MADISHF
BDL,1/1/2019 20:40,-72.6825,41.9381,M,M,M,320,15,M,29.93,M,10,M,SCT,M,M,M,3500,M,M,M,M,M,M,M,M,M,M,M,KBDL 012040Z AUTO 32015KT 10SM SCT035 04/M02 A2993 RMK T00401020 MADISHF
BDL,1/1/2019 20:45,-72.6825,41.9381,M,M,M,310,12,M,29.93,M,10,M,BKN,M,M,M,3300,M,M,M,M,M,M,M,M,M,M,M,KBDL 012045Z AUTO 31012KT 10SM BKN033 04/M02 A2993 RMK T00401020 MADISHF
BDL,1/1/2019 20:50,-72.6825,41.9381,M,M,M,310,17,M,29.93,M,10,M,BKN,M,M,M,3500,M,M,M,M,M,M,M,M,M,M,M,KBDL 012050Z AUTO 31017KT 10SM BKN035 04/M02 A2993 RMK T00401020 MADISHF
BDL,1/1/2019 20:51,-72.6825,41.9381,39.9,28.9,64.49,320,16,0,29.94,1013.8,10,28,BKN,M,M,M,3500,M,M,M,M,M,M,M,38,310,1/1/2019 19:56,30.72,KBDL 012051Z 32016G28KT 10SM BKN035 04/M02 A2994 RMK AO2 PK WND 31038/1956 SLP138 T00441017 53057
BDL,1/1/2019 20:55,-72.6825,41.9381,M,M,M,320,17,M,29.94,M,10,M,BKN,BKN,M,M,3500,4100,M,M,M,M,M,M,M,M,M,M,KBDL 012055Z AUTO 32017KT 10SM BKN035 BKN041 04/M02 A2994 RMK T00401020 MADISHF
BDL,1/1/2019 21:00,-72.6825,41.9381,M,M,M,320,13,M,29.94,M,10,M,BKN,M,M,M,3500,M,M,M,M,M,M,M,M,M,M,M,KBDL 012100Z AUTO 32013KT 10SM BKN035 04/M02 A2994 RMK T00401020 MADISHF
BDL,1/1/2019 21:05,-72.6825,41.9381,M,M,M,320,21,M,29.94,M,10,30,BKN,M,M,M,3500,M,M,M,M,M,M,M,M,M,M,M,KBDL 012105Z AUTO 32021G30KT 10SM BKN035 04/M02 A2994 RMK T00401020 MADISHF
BDL,1/1/2019 21:10,-72.6825,41.9381,M,M,M,310,15,M,29.94,M,10,M,BKN,M,M,M,3500,M,M,M,M,M,M,M,M,M,M,M,KBDL 012110Z AUTO 31015KT 10SM BKN035 04/M02 A2994 RMK T00401020 MADISHF
BDL,1/1/2019 21:15,-72.6825,41.9381,M,M,M,320,14,M,29.95,M,10,20,BKN,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 012115Z AUTO 32014G20KT 10SM BKN037 04/M02 A2995 RMK T00401020 MADISHF
BDL,1/1/2019 21:20,-72.6825,41.9381,M,M,M,320,12,M,29.95,M,10,M,SCT,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 012120Z AUTO 32012KT 10SM SCT037 04/M02 A2995 RMK T00401020 MADISHF
BDL,1/1/2019 21:25,-72.6825,41.9381,M,M,M,320,15,M,29.95,M,10,M,SCT,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 012125Z AUTO 32015KT 10SM SCT037 04/M02 A2995 RMK T00401020 MADISHF
BDL,1/1/2019 21:30,-72.6825,41.9381,M,M,M,310,13,M,29.95,M,10,M,FEW,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 012130Z AUTO 31013KT 10SM FEW037 04/M02 A2995 RMK T00401020 MADISHF
BDL,1/1/2019 21:35,-72.6825,41.9381,M,M,M,330,10,M,29.96,M,10,M,FEW,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 012135Z AUTO 33010KT 10SM FEW037 04/M02 A2995 RMK T00401020 MADISHF
BDL,1/1/2019 21:40,-72.6825,41.9381,M,M,M,320,10,M,29.96,M,10,M,FEW,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 012140Z AUTO 32010KT 10SM FEW037 04/M02 A2995 RMK T00401020 MADISHF
BDL,1/1/2019 21:45,-72.6825,41.9381,M,M,M,320,10,M,29.97,M,10,M,SCT,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 012145Z AUTO 32010KT 10SM SCT037 04/M02 A2996 RMK T00401020 MADISHF
BDL,1/1/2019 21:51,-72.6825,41.9381,39,28,64.37,320,11,0,29.97,1015.1,10,M,SCT,M,M,M,3700,M,M,M,M,M,M,M,31,330,1/1/2019 21:06,31.31,KBDL 012151Z 32011KT 10SM SCT037 04/M02 A2997 RMK AO2 PK WND 33031/2106 SLP151 T00391022
BDL,1/1/2019 21:55,-72.6825,41.9381,M,M,M,310,15,M,29.97,M,10,20,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 012155Z AUTO 31015G20KT 10SM CLR 04/M02 A2996 RMK T00401020 MADISHF
BDL,1/1/2019 22:05,-72.6825,41.9381,M,M,M,320,15,M,29.98,M,10,M,SCT,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 012205Z AUTO 32015KT 10SM SCT037 04/M03 A2997 RMK T00401030 MADISHF
BDL,1/1/2019 22:10,-72.6825,41.9381,M,M,M,320,13,M,29.98,M,10,M,SCT,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 012210Z AUTO 32013KT 10SM SCT037 04/M03 A2997 RMK T00401030 MADISHF
BDL,1/1/2019 22:15,-72.6825,41.9381,M,M,M,320,14,M,29.98,M,10,M,BKN,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 012215Z AUTO 32014KT 10SM BKN037 04/M03 A2997 RMK T00401030 MADISHF
BDL,1/1/2019 22:20,-72.6825,41.9381,M,M,M,320,20,M,29.98,M,10,M,BKN,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 012220Z AUTO 32020KT 10SM BKN037 04/M03 A2997 RMK T00401030 MADISHF
BDL,1/1/2019 22:25,-72.6825,41.9381,M,M,M,320,21,M,29.99,M,10,M,BKN,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 012225Z AUTO 32021KT 10SM BKN037 04/M03 A2998 RMK T00401030 MADISHF
BDL,1/1/2019 22:30,-72.6825,41.9381,M,M,M,310,17,M,29.99,M,10,M,BKN,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 012230Z AUTO 31017KT 10SM BKN037 04/M03 A2998 RMK T00401030 MADISHF
BDL,1/1/2019 22:35,-72.6825,41.9381,M,M,M,310,15,M,30,M,10,M,BKN,M,M,M,3500,M,M,M,M,M,M,M,M,M,M,M,KBDL 012235Z AUTO 31015KT 10SM BKN035 04/M03 A3000 RMK T00401030 MADISHF
BDL,1/1/2019 22:40,-72.6825,41.9381,M,M,M,M,17,M,30,M,10,M,BKN,M,M,M,3500,M,M,M,M,M,M,M,M,M,M,M,KBDL 012240Z AUTO ///17KT 10SM BKN035 04/M03 A3000 RMK T00401030 MADISHF
BDL,1/1/2019 22:45,-72.6825,41.9381,M,M,M,310,18,M,30.01,M,10,M,OVC,M,M,M,3500,M,M,M,M,M,M,M,M,M,M,M,KBDL 012245Z AUTO 31018KT 10SM OVC035 04/M03 A3001 RMK T00401030 MADISHF
BDL,1/1/2019 22:50,-72.6825,41.9381,M,M,M,320,14,M,30.01,M,10,M,OVC,M,M,M,3500,M,M,M,M,M,M,M,M,M,M,M,KBDL 012250Z AUTO 32014KT 10SM OVC035 04/M03 A3001 RMK T00401030 MADISHF
BDL,1/1/2019 22:51,-72.6825,41.9381,39,27,61.78,320,15,0,30.01,1016.4,10,26,OVC,M,M,M,3500,M,M,M,M,M,M,M,28,310,1/1/2019 22:24,29.85,KBDL 012251Z 32015G26KT 10SM OVC035 04/M03 A3001 RMK AO2 PK WND 31028/2224 SLP164 T00391028
BDL,1/1/2019 22:55,-72.6825,41.9381,M,M,M,310,15,M,30.01,M,10,M,OVC,M,M,M,3500,M,M,M,M,M,M,M,M,M,M,M,KBDL 012255Z AUTO 31015KT 10SM OVC035 04/M03 A3001 RMK T00401030 MADISHF
BDL,1/1/2019 23:00,-72.6825,41.9381,M,M,M,M,19,M,30.01,M,10,28,OVC,M,M,M,3500,M,M,M,M,M,M,M,M,M,M,M,KBDL 012300Z AUTO ///19G28KT 10SM OVC035 04/M03 A3001 RMK T00401030 MADISHF
BDL,1/1/2019 23:05,-72.6825,41.9381,M,M,M,M,22,M,30.02,M,10,M,OVC,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 012305Z AUTO ///22KT 10SM OVC037 04/M03 A3002 RMK T00401030 MADISHF
BDL,1/1/2019 23:10,-72.6825,41.9381,M,M,M,320,15,M,30.02,M,10,M,OVC,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 012310Z AUTO 32015KT 10SM OVC037 04/M03 A3002 RMK T00401030 MADISHF
BDL,1/1/2019 23:15,-72.6825,41.9381,M,M,M,M,17,M,30.02,M,10,M,OVC,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 012315Z AUTO ///17KT 10SM OVC037 04/M03 A3002 RMK T00401030 MADISHF
BDL,1/1/2019 23:20,-72.6825,41.9381,M,M,M,310,19,M,30.02,M,10,M,OVC,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 012320Z AUTO 31019KT 10SM OVC037 03/M03 A3002 RMK T00301030 MADISHF
BDL,1/1/2019 23:25,-72.6825,41.9381,M,M,M,310,16,M,30.02,M,10,M,OVC,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 012325Z AUTO 31016KT 10SM OVC037 03/M03 A3002 RMK T00301030 MADISHF
BDL,1/1/2019 23:30,-72.6825,41.9381,M,M,M,320,13,M,30.02,M,10,18,OVC,M,M,M,3600,M,M,M,M,M,M,M,M,M,M,M,KBDL 012330Z AUTO 32013G18KT 10SM OVC036 03/M03 A3002 RMK T00301030 MADISHF
BDL,1/1/2019 23:35,-72.6825,41.9381,M,M,M,320,14,M,30.03,M,10,M,OVC,M,M,M,3600,M,M,M,M,M,M,M,M,M,M,M,KBDL 012335Z AUTO 32014KT 10SM OVC036 03/M03 A3003 RMK T00301030 MADISHF
BDL,1/1/2019 23:40,-72.6825,41.9381,M,M,M,310,16,M,30.03,M,10,M,OVC,M,M,M,3600,M,M,M,M,M,M,M,M,M,M,M,KBDL 012340Z AUTO 31016KT 10SM OVC036 03/M03 A3003 RMK T00301030 MADISHF
BDL,1/1/2019 23:45,-72.6825,41.9381,M,M,M,310,16,M,30.03,M,10,M,OVC,M,M,M,3600,M,M,M,M,M,M,M,M,M,M,M,KBDL 012345Z AUTO 31016KT 10SM OVC036 03/M03 A3003 RMK T00301030 MADISHF
BDL,1/1/2019 23:50,-72.6825,41.9381,M,M,M,310,12,M,30.04,M,10,M,OVC,M,M,M,3600,M,M,M,M,M,M,M,M,M,M,M,KBDL 012350Z AUTO 31012KT 10SM OVC036 03/M03 A3004 RMK T00301030 MADISHF
BDL,1/1/2019 23:51,-72.6825,41.9381,37.9,26.1,62.14,320,12,0,30.04,1017.1,10,23,OVC,M,M,M,3600,M,M,M,M,M,M,M,29,320,1/1/2019 23:06,29.51,KBDL 012351Z 32012G23KT 10SM OVC036 03/M03 A3004 RMK AO2 PK WND 32029/2306 SLP171 T00331033 10100 20033 51034
BDL,1/1/2019 23:55,-72.6825,41.9381,M,M,M,310,17,M,30.04,M,10,M,OVC,M,M,M,3600,M,M,M,M,M,M,M,M,M,M,M,KBDL 012355Z AUTO 31017KT 10SM OVC036 03/M03 A3004 RMK T00301030 MADISHF
BDL,1/2/2019 0:05,-72.6825,41.9381,M,M,M,M,16,M,30.04,M,10,M,BKN,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 020005Z AUTO ///16KT 10SM BKN037 03/M03 A3004 RMK T00301030 MADISHF
BDL,1/2/2019 0:10,-72.6825,41.9381,M,M,M,310,13,M,30.04,M,10,M,BKN,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 020010Z AUTO 31013KT 10SM BKN037 03/M04 A3004 RMK T00301040 MADISHF
BDL,1/2/2019 0:15,-72.6825,41.9381,M,M,M,310,17,M,30.05,M,10,M,BKN,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 020015Z AUTO 31017KT 10SM BKN037 03/M04 A3004 RMK T00301040 MADISHF
BDL,1/2/2019 0:20,-72.6825,41.9381,M,M,M,320,10,M,30.05,M,10,M,SCT,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 020020Z AUTO 32010KT 10SM SCT037 03/M04 A3004 RMK T00301040 MADISHF
BDL,1/2/2019 0:25,-72.6825,41.9381,M,M,M,320,14,M,30.05,M,10,M,SCT,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 020025Z AUTO 32014KT 10SM SCT037 03/M04 A3004 RMK T00301040 MADISHF
BDL,1/2/2019 0:30,-72.6825,41.9381,M,M,M,320,14,M,30.05,M,10,19,FEW,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 020030Z AUTO 32014G19KT 10SM FEW037 03/M04 A3004 RMK T00301040 MADISHF
BDL,1/2/2019 0:35,-72.6825,41.9381,M,M,M,320,12,M,30.05,M,10,M,FEW,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 020035Z AUTO 32012KT 10SM FEW037 03/M04 A3004 RMK T00301040 MADISHF
BDL,1/2/2019 0:40,-72.6825,41.9381,M,M,M,330,10,M,30.05,M,10,15,FEW,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 020040Z AUTO 33010G15KT 10SM FEW037 03/M04 A3004 RMK T00301040 MADISHF
BDL,1/2/2019 0:45,-72.6825,41.9381,M,M,M,310,12,M,30.05,M,10,M,FEW,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 020045Z AUTO 31012KT 10SM FEW037 03/M04 A3004 RMK T00301040 MADISHF
BDL,1/2/2019 0:50,-72.6825,41.9381,M,M,M,320,11,M,30.06,M,10,16,SCT,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 020050Z AUTO 32011G16KT 10SM SCT037 03/M04 A3005 RMK T00301040 MADISHF
BDL,1/2/2019 0:51,-72.6825,41.9381,37,25,61.5,320,10,0,30.06,1017.9,10,17,SCT,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,29.24,KBDL 020051Z 32010G17KT 10SM SCT037 03/M04 A3006 RMK AO2 SLP179 T00281039
BDL,1/2/2019 0:55,-72.6825,41.9381,M,M,M,320,10,M,30.06,M,10,M,FEW,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 020055Z AUTO 32010KT 10SM FEW037 02/M04 A3005 RMK T00201040 MADISHF
BDL,1/2/2019 1:00,-72.6825,41.9381,M,M,M,310,11,M,30.06,M,10,M,FEW,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 020100Z AUTO 31011KT 10SM FEW037 02/M04 A3005 RMK T00201040 MADISHF
BDL,1/2/2019 1:05,-72.6825,41.9381,M,M,M,300,12,M,30.06,M,10,M,FEW,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 020105Z AUTO 30012KT 10SM FEW037 02/M04 A3005 RMK T00201040 MADISHF
BDL,1/2/2019 1:10,-72.6825,41.9381,M,M,M,320,12,M,30.06,M,10,M,FEW,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 020110Z AUTO 32012KT 10SM FEW037 02/M04 A3005 RMK T00201040 MADISHF
BDL,1/2/2019 1:15,-72.6825,41.9381,M,M,M,290,11,M,30.07,M,10,M,FEW,M,M,M,3600,M,M,M,M,M,M,M,M,M,M,M,KBDL 020115Z AUTO 29011KT 10SM FEW036 02/M04 A3006 RMK T00201040 MADISHF
BDL,1/2/2019 1:20,-72.6825,41.9381,M,M,M,290,8,M,30.07,M,10,M,FEW,M,M,M,3600,M,M,M,M,M,M,M,M,M,M,M,KBDL 020120Z AUTO 29008KT 10SM FEW036 02/M04 A3006 RMK T00201040 MADISHF
BDL,1/2/2019 1:25,-72.6825,41.9381,M,M,M,300,9,M,30.08,M,10,M,FEW,M,M,M,3800,M,M,M,M,M,M,M,M,M,M,M,KBDL 020125Z AUTO 30009KT 10SM FEW038 02/M04 A3007 RMK T00201040 MADISHF
BDL,1/2/2019 1:30,-72.6825,41.9381,M,M,M,290,9,M,30.08,M,10,M,FEW,M,M,M,3800,M,M,M,M,M,M,M,M,M,M,M,KBDL 020130Z AUTO 29009KT 10SM FEW038 02/M04 A3007 RMK T00201040 MADISHF
BDL,1/2/2019 1:35,-72.6825,41.9381,M,M,M,290,9,M,30.08,M,10,M,FEW,M,M,M,3800,M,M,M,M,M,M,M,M,M,M,M,KBDL 020135Z AUTO 29009KT 10SM FEW038 02/M04 A3007 RMK T00201040 MADISHF
BDL,1/2/2019 1:45,-72.6825,41.9381,M,M,M,300,7,M,30.08,M,10,M,SCT,M,M,M,3800,M,M,M,M,M,M,M,M,M,M,M,KBDL 020145Z AUTO 30007KT 10SM SCT038 02/M04 A3007 RMK T00201040 MADISHF
BDL,1/2/2019 1:51,-72.6825,41.9381,35.1,24.1,63.86,310,9,0,30.09,1018.9,10,M,SCT,M,M,M,3800,M,M,M,M,M,M,M,M,M,M,27.37,KBDL 020151Z 31009KT 10SM SCT038 02/M04 A3009 RMK AO2 SLP189 T00171044
BDL,1/2/2019 1:55,-72.6825,41.9381,M,M,M,310,7,M,30.08,M,10,M,FEW,M,M,M,3800,M,M,M,M,M,M,M,M,M,M,M,KBDL 020155Z AUTO 31007KT 10SM FEW038 02/M04 A3007 RMK T00201040 MADISHF
BDL,1/2/2019 2:00,-72.6825,41.9381,M,M,M,310,8,M,30.09,M,10,M,FEW,M,M,M,3800,M,M,M,M,M,M,M,M,M,M,M,KBDL 020200Z AUTO 31008KT 10SM FEW038 01/M04 A3009 RMK T00101040 MADISHF
BDL,1/2/2019 2:05,-72.6825,41.9381,M,M,M,310,9,M,30.09,M,10,M,FEW,M,M,M,3800,M,M,M,M,M,M,M,M,M,M,M,KBDL 020205Z AUTO 31009KT 10SM FEW038 02/M04 A3009 RMK T00201040 MADISHF
BDL,1/2/2019 2:10,-72.6825,41.9381,M,M,M,310,8,M,30.09,M,10,M,SCT,M,M,M,3800,M,M,M,M,M,M,M,M,M,M,M,KBDL 020210Z AUTO 31008KT 10SM SCT038 02/M04 A3009 RMK T00201040 MADISHF
BDL,1/2/2019 2:15,-72.6825,41.9381,M,M,M,330,7,M,30.09,M,10,M,SCT,M,M,M,3800,M,M,M,M,M,M,M,M,M,M,M,KBDL 020215Z AUTO 33007KT 10SM SCT038 02/M04 A3009 RMK T00201040 MADISHF
BDL,1/2/2019 2:20,-72.6825,41.9381,M,M,M,300,9,M,30.1,M,10,M,SCT,M,M,M,3800,M,M,M,M,M,M,M,M,M,M,M,KBDL 020220Z AUTO 30009KT 10SM SCT038 02/M04 A3010 RMK T00201040 MADISHF
BDL,1/2/2019 2:25,-72.6825,41.9381,M,M,M,300,9,M,30.1,M,10,M,FEW,M,M,M,3800,M,M,M,M,M,M,M,M,M,M,M,KBDL 020225Z AUTO 30009KT 10SM FEW038 02/M04 A3010 RMK T00201040 MADISHF
BDL,1/2/2019 2:30,-72.6825,41.9381,M,M,M,310,11,M,30.1,M,10,M,FEW,M,M,M,3800,M,M,M,M,M,M,M,M,M,M,M,KBDL 020230Z AUTO 31011KT 10SM FEW038 02/M04 A3010 RMK T00201040 MADISHF
BDL,1/2/2019 2:35,-72.6825,41.9381,M,M,M,310,13,M,30.1,M,10,M,FEW,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 020235Z AUTO 31013KT 10SM FEW037 02/M04 A3010 RMK T00201040 MADISHF
BDL,1/2/2019 2:45,-72.6825,41.9381,M,M,M,310,11,M,30.09,M,10,M,FEW,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 020245Z AUTO 31011KT 10SM FEW037 02/M04 A3009 RMK T00201040 MADISHF
BDL,1/2/2019 2:50,-72.6825,41.9381,M,M,M,320,10,M,30.09,M,10,16,SCT,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,M,KBDL 020250Z AUTO 32010G16KT 10SM SCT037 02/M04 A3009 RMK T00201040 MADISHF
BDL,1/2/2019 2:51,-72.6825,41.9381,35.1,24.1,63.86,320,11,0,30.1,1019.2,10,M,SCT,M,M,M,3700,M,M,M,M,M,M,M,M,M,M,26.38,KBDL 020251Z 32011KT 10SM SCT037 02/M04 A3010 RMK AO2 SLP192 T00171044 51020
BDL,1/2/2019 2:55,-72.6825,41.9381,M,M,M,310,9,M,30.1,M,10,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 020255Z AUTO 31009KT 10SM CLR 02/M04 A3010 RMK T00201040 MADISHF
BDL,1/2/2019 3:00,-72.6825,41.9381,M,M,M,M,14,M,30.1,M,10,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 020300Z AUTO ///14KT 10SM CLR 01/M04 A3010 RMK T00101040 MADISHF
BDL,1/2/2019 3:05,-72.6825,41.9381,M,M,M,310,10,M,30.1,M,10,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 020305Z AUTO 31010KT 10SM CLR 02/M05 A3010 RMK T00201050 MADISHF
BDL,1/2/2019 3:10,-72.6825,41.9381,M,M,M,310,12,M,30.1,M,10,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 020310Z AUTO 31012KT 10SM CLR 01/M05 A3010 RMK T00101050 MADISHF
BDL,1/2/2019 3:15,-72.6825,41.9381,M,M,M,310,11,M,30.11,M,10,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 020315Z AUTO 31011KT 10SM CLR 01/M05 A3011 RMK T00101050 MADISHF
BDL,1/2/2019 3:25,-72.6825,41.9381,M,M,M,310,9,M,30.11,M,10,M,FEW,M,M,M,3800,M,M,M,M,M,M,M,M,M,M,M,KBDL 020325Z AUTO 31009KT 10SM FEW038 01/M05 A3011 RMK T00101050 MADISHF
BDL,1/2/2019 3:30,-72.6825,41.9381,M,M,M,320,9,M,30.11,M,10,M,SCT,M,M,M,3800,M,M,M,M,M,M,M,M,M,M,M,KBDL 020330Z AUTO 32009KT 10SM SCT038 01/M05 A3011 RMK T00101050 MADISHF
BDL,1/2/2019 3:35,-72.6825,41.9381,M,M,M,320,7,M,30.11,M,10,M,SCT,M,M,M,3600,M,M,M,M,M,M,M,M,M,M,M,KBDL 020335Z AUTO 32007KT 10SM SCT036 01/M05 A3011 RMK T00101050 MADISHF
